X,Y
-0.752759286915825,2.2690305650985962
2.704285838459497,8.53223506769576
1.3919636508684308,4.245096771149676
0.5919509051822196,2.4660501466659555
-2.0638881573453807,0.5874070153024475
-2.0640328779827843,1.3462387743194548
-2.6514983269908035,2.403084591066924
2.1970568746496113,7.667708556091085
0.606690070459253,3.1343447808246414
1.2484354667762734,2.2646908687659857
-2.8764930342251853,3.5846970231426165
2.819459112971966,8.409051677415983
1.99465584480253,5.307059814099018
-1.725965335930343,2.375189123327096
-1.9090501967573963,2.9441856526082812
-1.899572940879397,2.835895857097402
-1.1745465422427737,0.6760157244818156
0.14853858979342682,1.8503580702711222
-0.4083298881473052,2.006300192033454
-1.2526251588117485,2.50745486255469
0.6711173683342766,2.417142391528949
-2.163036836087749,1.990668364384684
-1.247132108788691,0.42420216559114454
-0.8018289402378498,0.32342926038295605
-0.26358009469778443,2.5836829608568603
1.7110557683580812,6.531151718144636
-1.8019573070498416,1.749557639584983
0.08540663048166941,3.09258667463881
0.5544874131722546,3.0698515839031177
-2.721297523680014,2.3363128279083494
0.6452691114086302,3.214850829986086
-1.9768552578762508,3.5151596638862075
-2.609690442088323,2.7597256205652987
2.6933132235199997,9.884924939327853
2.793792198447356,6.076684518410268
1.8503840886987666,6.384247230928773
-1.1723173849597759,1.6018937088178593
-2.413967315961697,2.2006444348380945
1.1053981590729416,3.808111480649368
-0.3590850375623922,-0.28218292006269263
-2.267770590931327,2.0839492477776713
-0.028938539332378888,2.3285927517087135
-2.7936688733086896,4.586518058279748
2.4559224124726926,6.953429642241891
-1.4473201103998985,0.791554037690901
0.9751337061238918,2.9488195349488135
-1.1297335434635343,2.4238175138518763
0.12040812706686488,2.4564082952584245
0.2802616760596779,1.7897747758265292
-1.8908732668468378,2.4100950219045347
